id	context	en	fr	de	es	ja	pt	ru	zh
duplicate_delete_title	a title summarising the act of deleting a vehicle save file	DELETE VEHICLE						УДАЛИТЬ ТРАНСПОРТ	
duplicate_overwrite_title	a title summarising the act of overwriting a vehicle save file	OVERWRITE VEHICLE						ПЕРЕЗАПИСАТЬ ТРАНСПОРТ	
duplicate_upload_title	a title summarising the act of uploading a vehicle to the Steam Workshop	UPLOAD VEHICLE						ЗАГРУЗИТЬ ТРАНСПОРТ	
duplicate_upload_vehicle_name_title	a title for inputting the name of a vehicle being uploaded to the Steam Workshop	VEHICLE NAME						НАЗВАНИЕ ТРАНСПОРТА	
duplicate_upload_tags_title	a title for the tags which can be applied to a vehicle being uploaded to the Steam Workshop	TAGS						ТЕГИ	
save_script_title	a heading for the screen which displays the options to save a microcontroller script	SAVE SCRIPT						СОХРАНИТЬ СКРИПТ	
load_script_title	a heading for the screen which displays the options to load a microcontroller script	LOAD SCRIPT						ЗАГРУЗИТЬ СКРИПТ	
control_hint_inventory_menu_open	a label for an input binding which allows the player to open the inventory	Open Inventory						Открыть инвентарь	
control_hint_pause_menu_open	a label for an input binding which allows the player to open the pause menu	Open Menu						Открыть меню	
control_hint_toolbar_left	a label for an input binding which allows the player to navigate leftward on the toolbar	Toolbar Left						Панель влево	
control_hint_toolbar_right	a label for an input binding which allows the player to navigate rightward on the toolbar	Toolbar Right						Панель вправо	
control_hint_steering_axis_3	a label for an input binding which allows the player to depress the left pedal in a steering wheel driving system	Left Pedal						Левая педаль	
control_hint_steering_axis_4	a label for an input binding which allows the player to depress the right pedal in a steering wheel driving system	Right Pedal						Правая педаль	
control_hint_flight_axis_3	a label for an input binding which allows the player to depress the left pedal in a flight stick driving system	Left Pedal						Левая педаль	
control_hint_flight_axis_4	a label for an input binding which allows the player to depress the right pedal in a flight stick driving system	Right Pedal						Правая педаль	
control_hint_programmable_1	a label for an input binding which corresponds to an input which is configurable by the player	Programmable 1						Программируемая 1	
control_hint_programmable_2	a label for an input binding which corresponds to an input which is configurable by the player	Programmable 2						Программируемая 2	
control_hint_programmable_3	a label for an input binding which corresponds to an input which is configurable by the player	Programmable 3						Программируемая 3	
control_hint_push_to_talk	a label for an input binding which allows the player to talk in game using their microphone	Push to talk						Голосовая связь	
control_hint_drop	a label for an input binding which drops the item currently in the player's hands	Drop						Бросить	
control_hint_switch_on	a label for an input binding which switches on a device	Switch On						Включить	
control_hint_switch_off	a label for an input binding which switches on a device	Switch Off						Выключить	
control_hint_use_on_actor	a label for an input binding which uses the item on another actor	Use on Target						Применить на цель	
control_hint_use_on_self	a label for an input binding which uses the item on the player themselves	Use on Self						Применить на себя	
control_hint_raise	a label for an input binding which enables the player to raise the item	Raise Item						Поднять предмет	
control_hint_lower	a label for an input binding which enables the player to lower the item	Lower Item						Опустить предмет	
control_hint_drink	a label for an input binding which enables the player to drink the contents of the item	Drink						Пить	
control_hint_eat	a label for an input binding which enables the player to eat the item	Eat						Есть	
control_hint_throw	a label for an input binding which enables the player to throw the item	Throw						Бросить	
control_hint_snap	a label for an input binding which enables the player to snap the item	Snap						Привязать	
control_hint_attach	a label for an input binding which enables the player to attach an accesory item to a component	Attach						Прикрепить	
control_hint_detach	a label for an input binding which enables the player to detach an accesory item from a component	Detach						Открепить	
control_hint_ignite	a label for an input binding which enables the player to ignite the item	Ignite						Поджечь	
control_hint_pull_pin	a label for an input binding which enables the player to pull the pin on a grenade	Pull Pin						Выдернуть чеку	
control_hint_load_ammo	a label for an input binding which enables the player to load ammo into a magazine	Load Ammo						Зарядить патроны	
control_hint_shoot	a label for an input binding which enables the player to shoot a gun	Shoot						Стрелять	
control_hint_reload	a label for an input binding which enables the player to reload a gun	Reload						Перезарядить	
control_hint_fill	a label for an input binding which enables the player to fill a container with fluid	Fill						Наполнить	
control_hint_siphon	a label for an input binding which enables the player to siphon fluid from a container	Siphon						Откачать	
control_hint_attack	a label for an input binding which enables the player to use the item to attack something	Attack						Атаковать	
control_hint_place_component	a label for an input binding which enables the player to place a component on a vehicle	Place Component						Разместить компонент	
control_hint_confirm_placement	a label for an input binding which confirms the placement of a component on a vehicle	Confirm Placement						Подтвердить размещение	
control_hint_rotate_left	a label for an input binding which enables the player to rotate something to the left	Rotate Left						Повернуть влево	
control_hint_rotate_right	a label for an input binding which enables the player to rotate something to the  right	Rotate Right						Повернуть вправо	
control_hint_rotate_up	a label for an input binding which enables the player to rotate something upwards	Rotate Up						Повернуть вверх	
control_hint_rotate_down	a label for an input binding which enables the player to rotate something downwards	Rotate Down						Повернуть вниз	
control_hint_cycle_variants	a label for an input binding which enables the player to cycle through variants of the current component	Cycle Variants						Сменить вариант	
control_hint_begin_edge	a label for an input binding which enables the player to start adding an edge to a vehicle	Begin Edge						Начать ребро	
control_hint_add_edge	a label for an input binding which enables the player to add an edge to a vehicle	Add Edge						Добавить ребро	
control_hint_cancel_drag	a label for an input binding which enables the player to cancel the current dragging operation	Cancel Drag						Отменить перетаскивание	
control_hint_add_edge_to_plate	a label for an input binding which enables the player to add an edge to th eplate they are adding to a vehicle	Add Edge to Plate						Добавить ребро к панели	
control_hint_add_plate	a label for an input binding which enables the player to add a plate to a vehicle	Add Plate						Добавить панель	
control_hint_cancel_plate	a label for an input binding which enables the player to cancel the construction of a plate	Cancel Plate						Отменить панель	
control_hint_hold_to_select_vehicles	a label for an input binding which enables the player to select vehicles to copy	Hold to Select Vehicles						Удерживайте для выбора транспорта	
control_hint_drag_to_select_vehicles	a label for an input binding which enables the player to select more vehicles to copy	Drag to Select Multiple						Тяните для выбора нескольких	
control_hint_paste_vehicle	a label for an input binding which enables the player to paste vehicles from the clipboard into the world	Paste Vehicle						Вставить транспорт	
control_hint_save_to_file	a label for an input binding which opens the vehicle clipboard menu to save a vehicle	Save to File						Сохранить в файл	
control_hint_load_from_file	a label for an input binding which opens the vehicle clipboard menu to load a vehicle	Load from File						Загрузить из файла	
control_hint_change_mode	a label for an input binding which changes the mode of the current item in the player's hand	Change Mode						Сменить режим	
control_hint_inspect	a label for an input binding which opens a ui screen with information about the hovered component	Inspect						Осмотреть	
control_hint_apply_paint	a label for an input binding which enables the player to apply paint to the surface they are looking at	Apply Paint						Нанести краску	
control_hint_remove_paint	a label for an input binding which enables the player to remove paint from the surface they are looking at	Remove Paint						Удалить краску	
control_hint_toggle_window	a label for an input binding which enables the player to toggle the state of a plate between having a window in it and not having a window	Toggle Window						Переключить окно	
control_hint_toggle_opening	a label for an input binding which enables the player to toggle the state of a plate between having an opening which allows water to flow through and not having an opening	Toggle Opening						Переключить проём	
control_hint_toggle_hatch	a label for an input binding which enables the player to toggle the state of a plate between being a hatch which can seal matching openings and not being a hatch	Toggle Hatch						Переключить люк	
control_hint_weld	a label for an input binding which enables the player to weld two vehicles together	Weld						Сварить	
control_hint_remove_node	a label for an input binding which enables the player to remove a node from a vehicle	Remove Node						Удалить узел	
control_hint_remove_edge	a label for an input binding which enables the player to remove an edge from a vehicle	Remove Edge						Удалить ребро	
control_hint_remove_plate	a label for an input binding which enables the player to remove a plate from a vehicle	Remove Plate						Удалить панель	
control_hint_remove_component	a label for an input binding which enables the player to remove a component from a vehicle	Remove Component						Удалить компонент	
control_hint_select_logic_node	a label for an input binding which enables the player select a logic node	Select Logic Node						Выбрать логический узел	
control_hint_modify_logic_link_node	a label for an input binding which enables the player to modify a logic link	Select Logic Link Node						Выбрать узел логической связи	
control_hint_erase_logic_link	a label for an input binding which enables the player to remove a logic link	Remove Logic Link						Удалить логическую связь	
control_hint_create_logic_link	a label for an input binding which enables the player to create a logic link	Add Logic Link						Добавить логическую связь	
control_hint_add_waypoint_to_logic_link	a label for an input binding which enables the player to add a waypoint to a logic link	Add Waypoint						Добавить точку	
control_hint_tap_to_store_in_inventory	a label for an input binding which enables the player to store a hovered item in their inventory	Tap to Store in Inventory						Нажмите, чтобы убрать в инвентарь	
control_hint_hold_to_equip	a label for an input binding which enables the player to equip a hovered item	Hold to Equip						Удерживайте, чтобы экипировать	
control_hint_inspect_inventory	a label for an input binding which enables the player to inspect the inventory of the thing they are looking at	Inspect Inventory						Осмотреть инвентарь	
control_hint_open	a label for an input binding which enables the player to open the thing they are looking at	Open						Открыть	
control_hint_close	a label for an input binding which enables the player to close the thing they are looking at	Close						Закрыть	
control_hint_interact	a label for an input binding which enables the player to interact with the thing they are looking at	Interact						Взаимодействовать	
control_hint_hold_to_uncover	a label for an input binding which enables the player to uncover a switch	Hold to Uncover						Удерживайте, чтобы открыть	
control_hint_hold_to_cover	a label for an input binding which enables the player to cover a switch	Hold to Cover						Удерживайте, чтобы закрыть	
control_hint_tap_to_interact	a label for an input binding which enables the player to interact with something they are looking at	Tap to Interact						Нажмите для взаимодействия	
control_hint_enter_seat	a label for an input binding which enables the player to get into a seat	Enter Seat						Сесть	
control_hint_exit_seat	a label for an input binding which enables the player to leave a seat	Exit Seat						Выйти из сиденья	
control_hint_enter_mount	a label for an input binding which enables the player to attach to a mount	Enter Mount						Занять установку	
control_hint_exit_mount	a label for an input binding which enables the player to leave a mount	Exit Mount						Покинуть установку	
control_hint_close_menu	a label for an input binding which enables the player to close the current menu	Close Menu						Закрыть меню	
control_hint_rotate	a label for an input binding which enables the player to rotate the selected item	Rotate						Повернуть	
control_hint_enter_grid	a label for an input binding which enables the player to enter a subgrid in the inventory ui	Enter Grid						Войти в сетку	
control_hint_exit_grid	a label for an input binding which enables the player to exit a subgrid in the inventory ui	Exit Grid						Выйти из сетки	
control_hint_confirm_item	a label for an input binding which enables the player to confirm placing an item in the inventory	Confirm Item Placement						Подтвердить размещение предмета	
control_hint_start_drag	a label for an input binding which enables the player to start dragging an item	Start Drag						Начать перетаскивание	
control_hint_swap_items	a label for an input binding which enables the player to swap the dragged itme with the item in the destination	Swap Items						Поменять предметы	
control_hint_combine_stacks	a label for an input binding which enables the player to merge the stack of items they are dragging with the stack of items they are hovering	Combine Stacks						Объединить стопки	
control_hint_clear_slot	a label for an input binding which enables the player to clear a hotbar slot	Clear Slot						Очистить слот	
control_hint_page_left	a label for an input binding which enables the player to flick over the page in the game manual by one to the left	Page Left						Страница влево	
control_hint_page_right	a label for an input binding which enables the player to flick over the page in the game manual by one to the right	Page Right						Страница вправо	
control_hint_add_breakpoint	a label for an input binding which enables the player to set a breakpoint on a visual scripting programming block in the microcontroller ui	Add Breakpoint						Добавить точку останова	
control_hint_remove_breakpoint	a label for an input binding which enables the player to remove a breakpoint on a visual scripting programming block in the microcontroller ui	Remove Breakpoint						Удалить точку останова	
control_hint_insert_element	a label for an input binding which enables the player to insert a visual scripting programming block in the microcontroller ui	Insert Element						Вставить элемент	
control_hint_delete_element	a label for an input binding which enables the player to delete a visual scripting programming block in the microcontroller ui	Delete Element						Удалить элемент	
control_hint_replace_element	a label for an input binding which enables the player to replace a visual scripting programming block in the microcontroller ui	Replace Element						Заменить элемент	
control_hint_edit_element	a label for an input binding which enables the player to edit a visual scripting programming block in the microcontroller ui	Edit Element						Редактировать элемент	
control_hint_confirm_edit	a label for an input binding which enables the player to confirm an edit to a visual scripting programming block in the microcontroller ui	Confirm Edit						Подтвердить изменение	
control_hint_repair	a label for an input binding which enables the player to repair a component	Repair						Починить	
control_hint_page_left								Страница влево	
control_hint_page_right								Страница вправо	
control_hint_jump_section	a label for an input binding which enables the player to flick over the page in the game manual to the next section	Jump to Next Section						К следующему разделу	
control_hint_start_transmit	a label for an input binding which enables the player to transmit their microphone output	Start Transmit						Начать передачу	
control_hint_end_transmit	a label for an input binding which ends the player transmitting their microphone output	End Transmit						Завершить передачу	
control_hint_change_channel	a label for an input binding which ends the player to change the radio channel they are transmitting on	Change Channel						Сменить канал	
control_hint_exit_element	a label for an input binding which uncaptures the currently captured element on the screen	Exit Element						Выйти из элемента	
control_hint_select_color	a label for an input binding which allows the player to select a color from a palette for painting	Select Color						Выбрать цвет	
control_hint_paint_cell	a label for an input binding which allows the player to paint a cell in an editor	Paint Cell						Закрасить ячейку	
control_hint_stop_paint	a label for an input binding which ends the painting action in the editor	Stop Paint						Закончить покраску	
control_hint_sample_color	a label for an input binding which allows the player to set their selected color to match the color of the hovered cell in the insignia	Sample Color						Взять цвет	
control_hint_edit_insignia	a label for an input binding which allows the player to open the insignia editor to modify an insignia	Edit Insignia						Редактировать эмблему	
insignia_title	a title for the screen which displays the interface to edit an insignia	INSIGNIA						ЭМБЛЕМА	
insignia_width	a label for modifying the width of an insignia	WIDTH						ШИРИНА	
insignia_height	a label for modifying the height of an insignia	HEIGHT						ВЫСОТА	
insignia_save	a label for a button which saves the current insignia	Save						Сохранить	
insignia_load	a label for a button which loads an insignia into the editor	Load						Загрузить	
save_insignia_title	a heading for the screen which displays the options to save an insignia	SAVE						СОХРАНИТЬ	
load_insignia_title	a heading for the screen which displays the options to load an insignia	LOAD						ЗАГРУЗИТЬ	
save_insignia_are_you_sure_you_want_to_overwrite	a yes-no question asking the user if they want to overwrite a saved insignia file	Are you sure you want to overwrite this insignia?						Вы уверены, что хотите перезаписать эту эмблему?	
language_english	a label for a language option which sets all of the text in the game to English	English						Английский	
language_french	a label for a language option which sets all of the text in the game to French	French						Французский	
language_german	a label for a language option which sets all of the text in the game to German	German						Немецкий	
language_spanish	a label for a language option which sets all of the text in the game to Spanish	Spanish						Испанский	
language_japanese	a label for a language option which sets all of the text in the game to Japanese	Japanese						Японский	
language_brazilian_portuguese	a label for a language option which sets all of the text in the game to Brazilian Portuguese	Brazilian Portuguese						Бразильский португальский	
language_russian	a label for a language option which sets all of the text in the game to Russian	Russian						Русский	
language_simplified_chinese	a label for a language option which sets all of the text in the game to Simplified Chinese	Simplified Chinese						Упрощённый китайский	
